Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,35702,37309,46800,47456,48228,14598,48228,0.00%,.4,.1,9575.84
TOTAL,20,35702,37309,46800,47456,48228,14598,48228,0.00%,.4,.1,9575.84
