Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,16152,17087,21573,26636,27272,5617,27272,0.00%,.5,.1,6135.29
TOTAL,25,16152,17087,21573,26636,27272,5617,27272,0.00%,.5,.1,6135.29
