Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,33871,36289,44206,44373,45062,8822,45062,0.00%,.4,.1,9609.65
TOTAL,20,33871,36289,44206,44373,45062,8822,45062,0.00%,.4,.1,9609.65
