Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,1500,4271,2330,10124,10602,10923,167,12473,4.40%,79.1,58.0,4097.04
Consultar Videos-0,1500,194,130,384,596,788,64,2450,0.00%,80.9,24.3,185.94
Consultar Videos-1,1500,3993,1694,9823,10356,10581,100,12191,4.40%,80.3,34.8,4101.14
TOTAL,4500,2820,545,9684,10247,10745,64,12473,2.93%,237.2,116.0,3830.45
