Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),500,137,135,137,137,229,133,278,0.00%,50.2,66.1,16.34
TOTAL,500,137,135,137,137,229,133,278,0.00%,50.2,66.1,16.34
