Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,36989,37196,47985,48339,50483,20617,50483,0.00%,.4,.1,8493.30
TOTAL,20,36989,37196,47985,48339,50483,20617,50483,0.00%,.4,.1,8493.30
