Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,27018,31604,33348,35200,35973,8181,35973,48.00%,.6,.2,8144.40
TOTAL,25,27018,31604,33348,35200,35973,8181,35973,48.00%,.6,.2,8144.40
