Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,191603,187879,301103,301110,301130,5066,301130,24.00%,.2,.1,89383.89
TOTAL,50,191603,187879,301103,301110,301130,5066,301130,24.00%,.2,.1,89383.89
