Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,24201,27733,33099,33210,33667,2214,33667,48.00%,.6,.2,9707.17
TOTAL,25,24201,27733,33099,33210,33667,2214,33667,48.00%,.6,.2,9707.17
