Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,25875,30351,34804,35127,35467,4506,35467,0.00%,.4,.1,9198.42
TOTAL,20,25875,30351,34804,35127,35467,4506,35467,0.00%,.4,.1,9198.42
