Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,18528,17799,28879,31386,33021,5867,33021,4.00%,.5,.1,8342.24
TOTAL,25,18528,17799,28879,31386,33021,5867,33021,4.00%,.5,.1,8342.24
