Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,21113,21176,31926,32349,33752,6834,33752,16.00%,.4,.1,8555.58
TOTAL,25,21113,21176,31926,32349,33752,6834,33752,16.00%,.4,.1,8555.58
