Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,112,91,139,158,324,63,7301,0.00%,241.4,76.4,217.11
TOTAL,4000,112,91,139,158,324,63,7301,0.00%,241.4,76.4,217.11
