Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),500,137,136,137,138,226,134,235,0.00%,35.9,47.2,11.54
TOTAL,500,137,136,137,138,226,134,235,0.00%,35.9,47.2,11.54
