Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),500,137,136,138,138,197,134,226,0.00%,41.7,54.9,8.25
TOTAL,500,137,136,138,138,197,134,226,0.00%,41.7,54.9,8.25
