Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,96,83,132,142,232,64,3296,0.00%,158.7,50.4,64.40
TOTAL,4000,96,83,132,142,232,64,3296,0.00%,158.7,50.4,64.40
