Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,21801,21419,32817,33691,34941,6604,34941,28.00%,.6,.2,9074.18
TOTAL,25,21801,21419,32817,33691,34941,6604,34941,28.00%,.6,.2,9074.18
