Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,26966,29885,34451,37136,39774,5078,39774,0.00%,.4,.1,9045.29
TOTAL,20,26966,29885,34451,37136,39774,5078,39774,0.00%,.4,.1,9045.29
