Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),500,137,136,137,138,238,133,251,0.00%,41.8,55.0,13.09
TOTAL,500,137,136,137,138,238,133,251,0.00%,41.8,55.0,13.09
