Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,97,86,133,143,196,64,2172,0.00%,202.2,64.2,47.09
TOTAL,4000,97,86,133,143,196,64,2172,0.00%,202.2,64.2,47.09
