Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,31844,32648,47799,53100,60831,10652,60831,0.00%,.7,.3,13396.91
TOTAL,50,31844,32648,47799,53100,60831,10652,60831,0.00%,.7,.3,13396.91
