Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,188876,204671,301111,301121,301165,697,301165,42.00%,.2,.1,105115.92
TOTAL,50,188876,204671,301111,301121,301165,697,301165,42.00%,.2,.1,105115.92
