Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),2000,1157,1047,2377,2601,3297,166,5284,0.00%,87.2,72.7,874.88
HTTP Request -Crear Tarea  (Video)-0,2000,94,85,133,148,171,64,787,0.00%,93.9,27.1,32.00
HTTP Request -Crear Tarea  (Video)-1,2000,1060,950,2249,2502,3225,98,5218,0.00%,87.6,47.8,867.42
TOTAL,6000,770,258,2105,2418,3078,64,5284,0.00%,261.5,145.3,858.20
