Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),500,137,136,137,138,211,133,236,0.00%,41.8,55.0,10.20
TOTAL,500,137,136,137,138,211,133,236,0.00%,41.8,55.0,10.20
