Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,114,99,145,199,418,64,546,0.00%,341.7,108.1,66.64
TOTAL,4000,114,99,145,199,418,64,546,0.00%,341.7,108.1,66.64
