Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,29469,22881,56793,72839,89063,10161,89063,0.00%,.5,.2,20417.80
TOTAL,50,29469,22881,56793,72839,89063,10161,89063,0.00%,.5,.2,20417.80
