Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),500,139,135,137,139,246,133,303,0.00%,50.3,66.2,19.81
TOTAL,500,139,135,137,139,246,133,303,0.00%,50.3,66.2,19.81
