Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,1500,5862,7717,11753,12363,13419,171,13995,8.40%,74.7,62.4,4637.46
Consultar Videos-0,1500,185,122,207,290,2403,64,2563,0.00%,75.3,22.7,348.34
Consultar Videos-1,1500,5660,7487,11502,12209,13123,98,13873,8.40%,75.3,40.2,4564.75
TOTAL,4500,3902,469,10917,11902,12948,64,13995,5.60%,224.2,124.8,4590.17
