Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,111,99,143,191,345,63,3260,0.00%,292.8,93.0,87.57
TOTAL,4000,111,99,143,191,345,63,3260,0.00%,292.8,93.0,87.57
