Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,1500,6751,7476,10480,11147,12588,170,14453,3.40%,84.7,60.6,3220.27
Consultar Videos-0,1500,338,160,846,1189,1868,65,2179,0.00%,86.3,26.0,381.55
Consultar Videos-1,1500,6053,6154,10181,10897,12505,102,14124,3.40%,85.8,35.6,3098.71
TOTAL,4500,4381,5312,9442,10583,11912,65,14453,2.27%,254.2,121.2,3867.60
