Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,165313,150087,301082,301096,301138,38136,301138,12.00%,.2,.1,80011.34
TOTAL,50,165313,150087,301082,301096,301138,38136,301138,12.00%,.2,.1,80011.34
