Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,31325,34487,43771,43948,44035,7920,44035,40.00%,.5,.2,12321.17
TOTAL,25,31325,34487,43771,43948,44035,7920,44035,40.00%,.5,.2,12321.17
